Company,Branch,College,Year,CTC,"Students	"
Google,ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,170,1
AMAZON,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,120,1
AMAZON,ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,120,3
Adobe,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,55,1
Microsoft,ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,50,1
ZS-DS,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,12,24
ZS-DS,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,12,9
ZS-DS,ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,12,12
ZS-DS,EEE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,12,3
INFOSYS(PP),CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,8.00,7
INFOSYS(PP),IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,8.00,2
INFOSYS(PP),ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,8.00,1
INFOSYS(SES),CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,5.00,32
INFOSYS(SES),IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,5.00,24
INFOSYS(SES),ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,5.00,10
INFOSYS(SES),EEE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,5.00,2
INFOSYS(SE),CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.10,34
INFOSYS(SE),IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.10,24
INFOSYS(SE),ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.10,25
INFOSYS(SE),EEE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.10,6
ADOBE,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,43.10,1
Microsoft,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,43.11,2
Microsoft,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,43.11,1
Triology Innovation,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,36.50,1
Scaler,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,34.28,1
DxC Technology,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.00,51
DxC Technology,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.00,28
DxC Technology,ECE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.00,15
DxC Technology,EEE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,4.00,6
Tavisca,CSE,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,13.00,4
Tavisca,IT,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,2022,13.00,5
